handle,text,
1551,"Here's what people with actual ""tremendous business success"" say about Donald Trump. https://t.co/0T22CRcy2V",1.0
1552,.@realDonaldTrump has an economic plan...to cut the pay of hardworking UAW members. https://t.co/IhIohjOtwq #NeverTrump,1.0
1553,"Creating jobs — it's what Democrats do. In 3 months, let's elect another one: https://t.co/qvnYQxtH0A https://t.co/ywlFN9AOdB",1.0
1554,"At a time of massive income and wealth inequality, it is absurd to provide huge tax breaks to the very rich.",1.0
1555,"""Clinton’s economic policies...will result in a stronger U.S. economy.” —Mark Zandi, John McCain's economic advisor https://t.co/eLL6iQNEWY",1.0
1556,Today's bombing of a hospital in Pakistan is despicable. We have to stand up against terror and come together to prevent these attacks. -H,1.0
1557,"In Rio, Olympic fencer Ibtihaj Muhammad became the first American Muslim athlete to compete while wearing a hijab. https://t.co/OrRSHnH2Ra",1.0
1558,My economic policy speech will be carried live at 12:15 P.M. Enjoy!,0.0
1559,"When you're comparing Hillary's and Trump's economic plans, there are two numbers you need to know. https://t.co/GdanBYOMUz",1.0
1560,"""I don't know another businessman that brags about his bankruptcies."" —@WarrenBuffett on Trump: https://t.co/Jx2p1D6UAd",1.0
1561,"Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: https://t.co/Z80d4MYIg8",0.0
1562,"Donald Trump's economic plan:
1. Lower wages
2. Fewer jobs 
3. More debt
4. Tax breaks for the 0.1%
https://t.co/OLU4htKlcV",1.0
1563,WATCH: This special 360 degree video allows you to experience the magic of the @DemConvention balloon drop: https://t.co/5DbAXK9yb8,1.0
1564,"""She doesn't just see one America. She sees all of America &amp; knows that we need all of us."" —@CoryBooker on Hillary
https://t.co/EgkawPBAta",1.0
1565,We have some questions about @realDonaldTrump's cozy relationship with Russia. https://t.co/aetHzJyJCo,1.0
1566,"#ICYMI: ""Will Media Apologize to Trump?"" https://t.co/ia7rKBmioA",0.0
1567,"Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!",0.0
1568,"In America, if you can dream it, you should be able to build it.
https://t.co/xduxyCcwj3",1.0
1569,We're live on Facebook giving a demo of our Hillary for America mobile app. Tune in to get an inside look: https://t.co/0wuPE0hMcL.,1.0
1570,"The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!",0.0
1571,CLINTON EMAIL LED TO EXECUTION IN IRAN? https://t.co/4rY1faptL6,0.0
1572,"The NRA is based in Virginia, but that's never stopped @TimKaine from leading the fight to reduce gun violence. https://t.co/J9F086bQmo",1.0
1573,"No one wants to earn a Purple Heart. But to those who did, you have America's unending gratitude and admiration. Thank you. #PurpleHeartDay",1.0
1574,"Donald Trump's no good, horrible, very bad week. https://t.co/MtgwywgJ3q",1.0
1575,Laurie Hernandez is the first U.S.-born Latina on the Olympic gymnastics team since '84. Good luck! #ImWithHernandez https://t.co/C1S688jCt6,1.0
1576,Proud to celebrate Nat. Purple Heart Day today. Thank you to my fellow vets &amp,1.0
1577,"In honor of our Weekend of Action, read why Jasmine Smalls (@ajazzyworld) is a proud member of Team #VirWINia. https://t.co/zomeZ1wXgY",1.0
1578,"""She will deliver on the most important duty of a president—keeping our nation safe."" —Michael Morell on Hillary https://t.co/zmI3BOCH9Y",1.0
1579,"Three-time world all-around champion @Simone_Biles is set to make history at the Olympics. Good luck, Simone! https://t.co/JkiQ8hc1Xt",1.0
1580,"“On the issues, there’s no comparison in terms of thoughtfulness, thoroughness, and practicality."" —@HoustonChron https://t.co/hcFQLBYJfS",1.0
1581,"So proud of you, Karla.
https://t.co/iSQBiY8PyA",1.0
1582,I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!,0.0
1583,"“#sendDonaldtospace” —@JeffBezos

Trump's peer reviews are dismal: https://t.co/AC4zW7KhrH",1.0
1584,"Thank you Windham, New Hampshire! #TrumpPence16 #MAGA https://t.co/ZL4Q01Q49s",0.0
1585,".@Larry_Kudlow - 'Donald Trump Is the middle-class growth candidate'
https://t.co/YbqkhWNm0g",0.0
1586,"I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!",0.0
1587,45 reasons why Trump should never be president—just from this week alone. https://t.co/0cJ6fQeepR,1.0
1588,"Seriously, what is going on with Trump and Russia? https://t.co/N6ySNILYMx",1.0
1589,"This is what I saw while photographing @HillaryClinton, @POTUS and more at the #DemConvention. https://t.co/jY0RO1XNJX",1.0
1590,"The right to vote is at the heart of our democracy, and a weakened VRA threatens that right for too many. It's time to #RestoreTheVRA.",1.0
1591,Why the @HoustonChron is urging voters to support Hillary in the “starkest political choice in living memory”: https://t.co/phjf19ybXr,1.0
1592,Why do Trump’s foreign policy ideas read like a Putin wish list? https://t.co/IrJqXq0Kfg,1.0
1593,"#CrookedHillary is not fit to be our next president! #TrumpPence16 
https://t.co/I0zJO2sZKk",0.0
1594,Four years ago today. https://t.co/WPM1I9PPN3,1.0
1595,"… so yeah, it's been quite a week for Donald Trump. https://t.co/UsexFeJjtl",1.0
1596,Here's the story behind our campaign's first braille button: https://t.co/xbiY2gaPB5.,1.0
1597,"Heading to New Hampshire - will be talking about Hillary saying her brain SHORT CIRCUITED, and other things!",0.0
1598,"Deeply concerned by raid on #ugpride2016. Many detained, incl. @Frankmugisha. LGBT citizens deserve protection. https://t.co/x1mlavJOvL",1.0
1599,"America is stronger when we expand access to the ballot box, not restrict it. It's time to #RestoreTheVRA. https://t.co/uId57oQgUn",1.0
1600,"Anybody whose mind ""SHORT CIRCUITS"" is not fit to be our president! Look up the word ""BRAINWASHED.""",0.0
1601,"Four gold medals and counting: Today, @SerenaWilliams hits the court in Rio to add to her collection. https://t.co/iOMV0FH38S",1.0
1602,"Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!",0.0
1603,Hillary Clinton is being badly criticized for her poor performance in answering questions. Let us all see what happens!,0.0
1604,"Good luck #TeamUSA
#OpeningCeremony #Rio2016 https://t.co/mS8qsQpJPh",0.0
1605,"'Trump is right about violent crime: It’s on the rise in major cities'
https://t.co/XbnZ5vktGk",0.0
1606,"Thank you Green Bay, Wisconsin! Governor @Mike_Pence and I will be back soon. #TrumpPence16 #MAGA https://t.co/qsYbyrm3UR",0.0
1607,"At the Paris 1900 games, golfer Margaret Abbott became the first American woman to win an Olympic gold medal. https://t.co/kT9jIHvVu8",1.0
1608,"DON'T LET HILLARY CLINTON DO IT AGAIN!
#TrumpPence16
https://t.co/1mGkPNZPKF",0.0
1609,Ready for the opening ceremony. U.S.A! U.S.A! https://t.co/zcDofsiIcJ,1.0
1610,"Thank you Des Moines, Iowa! Governor @Mike_Pence and I appreciate your support! #MAGA #TrumpTrain https://t.co/gr6tGqqmcm",0.0
1611,"Trump just said he “doesn’t throw babies out” of his rallies...

Let’s review the record.
https://t.co/u3a8RDNNrr",1.0
1612,"""We have never had a candidate that was more qualified to take the office of president."" —@POTUS on Hillary https://t.co/EJ9xI5VQK7",1.0
1613,#MakeAmericaSafeAgain https://t.co/5yuLKyh8Q6,0.0
1614,America is going to see what VP Biden already knows — just how much @HillaryClinton cares about our country. https://t.co/OakQ0Yhw0l,1.0
1615,FORMER HOSTAGE SAYS PLANE WAITED UNTIL MONEY ARRIVED... https://t.co/Uo0MS6w9OQ,0.0
1616,'Win-lose deal that benefits Iran and hurts United States'... https://t.co/zqpeNCouXc,0.0
1617,"This week, Trump attacked a fallen soldier's family, called Hillary ""the devil,"" and criticized a crying baby.
https://t.co/UsexFf0UkT",1.0
1618,Stronger Together comes out in Sept—a book on Hillary's policy plans and vision for America: https://t.co/okQWnu725t https://t.co/lzyuvRstpt,1.0
1619,"Republicans agree: We can't give Donald Trump control of our nuclear codes.
https://t.co/aVB6e5GbSm",1.0
1620,"""We have to reject and stand up against the appeals to the kind of bigotry...that we see from Trump’s campaign."" —Hillary #NABJNAHJ16",1.0
1621,“Él dice que no se puede confiar en un distinguido juez porque tiene herencia mexicana”—Hillary sobre Trump.,1.0
1622,"We launched an all-Spanish Twitter account, @Hillary_esp, because we believe in bringing as many people as possible into this conversation.",1.0
1623,“I believe with all my heart that America is better than this. America is better than Donald Trump.” —Hillary,1.0
1624,"Trump retweets white nationalists. 
He talks about banning Muslims. 
And yes, he talks about curtailing press freedom as well.",1.0
1625,Trump is harkening back to the most shameful chapters of our history and appealing to the ugliest impulses of our society.,1.0
1626,"It’s past time for comprehensive immigration reform, and we’re going to do everything we can to get it done: https://t.co/M3doGLY5rL",1.0
1627,"We’ve got to help every family afford the books, computers, and internet access that our kids need to learn in the 21st century.",1.0
1628,Rosa Parks opened up every seat on the bus. Now we’ve got to expand economic opportunity so everyone can afford the fare.,1.0
1629,"The Great Recession hit our whole country hard, but the toll was especially hard on black and Latino families.",1.0
1630,Tune in to watch Hillary speak live with the @NABJ and the @NAHJ: https://t.co/nNYrAM60IC,1.0
1631,"""Trump is not only unqualified for the job, but he may well pose a threat to our national security."" —Michael Morell https://t.co/zmI3BOCH9Y",1.0
1632,Good news: Our businesses have added 15 million jobs over the past 77 months → https://t.co/C8P76l6bVB https://t.co/p0SH7Jne5n,1.0
1633,Our first-ever gold medal-winning women's gymnastics team: the Magnificent Seven. https://t.co/MVkhHBh7hI,1.0
1634,"Hillary Clinton has bad judgment and is unfit to serve as President.
https://t.co/3EzG620fpT",0.0
1635,"We don't know why Trump and Putin praise each other so much and share many foreign policies.

We'll let you guess.
https://t.co/N6ySNJ3zE5",1.0
1636,"The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!",0.0
1637,"Watch an exclusive interview with @POTUS backstage at the Democratic Convention.
https://t.co/EJ9xI5Eflx",1.0
1638,President Obama refuses to answer question about Iran terror funding.  I won't dodge questions as your President. https://t.co/jsAMGO3s4P,0.0
1639,"Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!",0.0
1640,President Obama should ask the DNC about how they rigged the election against Bernie.,0.0
1641,"See you tomorrow w/ Gov. @Mike_Pence, Iowa &amp; Wisconsin! 
3pm- https://t.co/3Hcnzj0Slx
7pm- https://t.co/sEwLWkn1Sz https://t.co/UODSMp0oTo",0.0
1642,"None of us can raise a family, build a business, heal a community, or lift a country alone. It takes a village. https://t.co/wOdhhdd0pb",1.0
1643,"Thank you Portland, Maine! 
#MakeAmericaGreatAgain 
https://t.co/oVfF28rWL5 https://t.co/RhblAXkNPw",0.0
1644,"We know a guy with a binder, @realDonaldTrump. (He might not take your calls, though.) https://t.co/dxmFcISmaz",1.0
1645,"Obama on whether Trump could be trusted with US nuclear weapons: ""Make your own judgment"" https://t.co/6OZtrfIwim https://t.co/Nj20PaXF2o",1.0
1646,"Obama: ""I obviously have very strong opinions about the two candidates running. One is very positive. The other one is not so much.""",1.0
1647,Wish @POTUS a happy birthday. Sign his card: https://t.co/YroKwbRvYX,1.0
1648,"You saw the Democratic Convention.

Now, watch the never-before-seen footage from backstage:
https://t.co/mMjJFr02Wk",1.0
1649,"""If you're not registered, and you're eligible as an American citizen, please go sign up."" —Hillary in Nevada: https://t.co/tTgeqxNqYm",1.0
1650,Anyone who you can provoke with a tweet should not be anywhere near nuclear weapons: https://t.co/NLP0SRnuYt,1.0
1651,"Donald Trump is not qualified to be president, and he is temperamentally unfit to be Commander-in-Chief.",1.0
1652,"""We're going to work to make the biggest investment in new, good-paying jobs since World War II"" —Hillary https://t.co/6v6XcdsZYa",1.0
1653,Happy 226th Birthday to the United States Coast Guard. Thank you @USCG! #CoastGuardDay https://t.co/hr4O8Xgq2R,0.0
1654,"Great meeting all of you. This group knocked on 50K doors &amp; counting here in Maine, thank you! @MaineGOP  https://t.co/Iui1F2z9ca",0.0
1655,"Every week, @realDonaldTrump hits a new low. https://t.co/LBrTdE2n7v",1.0
1656,Most of Trump's merchandise is MADE IN (just about everywhere except) THE USA. https://t.co/A0d7fxyzXx,1.0
1657,"""That’s what 21st century feminism is about: The idea that when everybody is equal, we are all more free."" —@POTUS https://t.co/6Ou7XEOE3j",1.0
1658,"Looking forward to IA &amp; WI with Gov. Pence, tomorrow. Join us! #MAGA
https://t.co/3Hcnzj0Slx
https://t.co/sEwLWkn1Sz https://t.co/0Ei3EdQdXB",0.0
1659,What our economy needs: The largest investment in creating good-paying jobs since World War II. https://t.co/uDdkrA2myo,1.0
1660,"Happy birthday, @POTUS. https://t.co/5u1HAPnDI9",1.0
1661,The @HoustonChron almost always backs the GOP nominee for president. Here’s why they endorsed Hillary in 2016: https://t.co/l2AYf74YS4,1.0
1662,"Thank you Jacksonville, Florida!
#MakeAmericaGreatAgain 
https://t.co/xrTQjt9WOC https://t.co/VSnBoQYoZs",0.0
1663,We have the most productive and competitive workers in the world. We just need to give them a chance to succeed. https://t.co/kSFXLOTkMj,1.0
1664,"Thank you for your support of my candidacy! #MAGA #ImWithYou 
https://t.co/Al5bZlRFYk",0.0
1665,"Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! #LESM #MAGA https://t.co/QoxJf4Xzbc",0.0
1666,"THANK YOU Daytona Beach, Florida!
#MakeAmericaGreatAgain https://t.co/IAcLfXe463",0.0
1667,"""I will take on the gun lobby for commonsense gun safety reform.” —Hillary: https://t.co/TVwy0XqOKH",1.0
1668,We are setting a goal to register 3 million more American citizens to vote: https://t.co/eLBTOMvqvk,1.0
1669,As president I will defend and protect America’s public lands. https://t.co/Jb7DXwL9WS,1.0
1670,Anyone who can be provoked by a tweet shouldn’t be anywhere near nuclear weapons.,1.0
1671,"""There is no doubt in my mind that Donald Trump is unqualified and unfit to be Commander-in-Chief.” —Hillary",1.0
1672,"The RNC showed a negative, pessimistic view of America: That is not who we are.

Do we have challenges? Sure. Can we meet them? Absolutely!",1.0
1673,"""We gotta make this economy work for everybody, not just those at the top.” —Hillary https://t.co/xUQEFdxnWO",1.0
1674,"""I was Capt. Khan’s commander in Iraq. The Khan family is our family."" https://t.co/Y1myW1WGjN via @PostOpinions",1.0
1675,"Trump: ""I love war, in a certain way."" https://t.co/fnY9NFRE3R",1.0
1676,"Trump thinks it's too hard to make his products in America, so we went and found 100 US manufacturers he could use. https://t.co/FCUCLJb1nr",1.0
1677,"Donald Trump's message to workers: You're fired.
https://t.co/Fut2urP8nZ",1.0
1678,"Join me in Colorado, today! Look forward to seeing you!

Denver- 2pm
https://t.co/8VbvJYDa4F

Colorado Springs- 6pm
https://t.co/GZwqr4NbR0",0.0
1679,"Making our economy work for everyone starts by making sure those at the top pay their fair share in taxes.
https://t.co/uDdkrzKL9O",1.0
1680,"If Trump is serious about ""making America great again,"" he should start by making his products in America.
https://t.co/1VVoUbgAn3",1.0
1681,"Lincoln: ""War, at its best, is terrible.""
Trump: ""I love war.""

How Trump's words compare to former presidents': https://t.co/FFykARMR8m",1.0
1682,"Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!",0.0
1683,"There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!",0.0
1684,Great day in Virginia. Crowd was fantastic!,0.0
1685,22 memorable moments from the Democratic Convention that you probably missed: https://t.co/xnvFiEKlJC https://t.co/bLqoDfFfvc,1.0
1686,Just 98 days until Election Day. Here are 98 things that depend on the choice we make on November 8: https://t.co/RDRCEOJ4N4,1.0
1687,My daughter @IvankaTrump will be on @Greta tonight at 7pm. Enjoy! https://t.co/QySC5PLFMy,0.0
1688,".@realdonaldtrump, this is how one usually looks when you are awarded the Purple Heart. Nothing easy about it. https://t.co/K59HLnzmhK",1.0
1689,An important step forward on pay equity in Massachusetts. Women deserve equal pay across our nation. https://t.co/s560mVbiGQ,1.0
1690,"No, this seriously happened... https://t.co/kAptsQAWR1",1.0
1691,"First Trump attacked the Hotel Roanoke. Then a Gold Star VA family. Today, he kicked a baby out of a VA rally. Virginia is not for haters!",1.0
1692,Report raises questions about ‘Clinton Cash’ from Russians during ‘reset' https://t.co/vVcAzY2zcp,0.0
1693,President Obama will go down as perhaps the worst president in the history of the United States!,0.0
1694,Democrat Fire Marshal Turns THOUSANDS of Trump Supporters Away at Columbus Rally https://t.co/TO8oE5cv8Z via @gatewaypundit,0.0
1695,"#ICYMI: John Podesta’s Brother Pocketed $180,000 from Putin’s Uranium Company: https://t.co/d0LfyiBlvX https://t.co/I5fF3didZs",0.0
1696,"Under Trump, our economy would lose 3.5 million jobs.

Hillary's plan would create 10.4 million—in one term alone. https://t.co/MsVrIdXbDF",1.0
1697,#CrookedHillary https://t.co/xe0I0EmxMa,0.0
1698,"Join me in Florida tomorrow! 
#MakeAmericaGreatAgain 

Daytona | 3pm- 
https://t.co/jbOS2s4qGI

Jacksonville | 7pm- 
https://t.co/XSF1kp7R54",0.0
1699,STATEMENT IN RESPONSE TO PRESIDENT OBAMA'S FAILED LEADERSHIP: https://t.co/SPgFIFuSO7,0.0
1700,All Kauveri wanted for her seventh birthday was to meet Hillary (and a Star Wars Lego set). She got both! https://t.co/d0yNvue7LH,1.0
1701,"President Obama strongly rebukes Donald Trump: He is ""unfit to serve as president"" https://t.co/tFiDnVuOD4 https://t.co/AeentEOpfq",1.0
1702,Thank you Virginia! #ImWithYou https://t.co/9inCh1BVwM,0.0
1703,This from a man who says he’s “sacrificed” for our country. https://t.co/oId7LJdrx8,1.0
1704,"The #DemConvention painted a bright picture of America—filled with diversity, love &amp; hope.

The RNC was...different. https://t.co/Vo71rzElsE",1.0
1705,12 moments from the past week that will make you proud to be a Democrat: https://t.co/rNqHyg5CrL,1.0
1706,Wonderful: Men at #DemConvention describe what electing a woman president means to them https://t.co/zrGQJ3bgGw #ImWithHer,1.0
1707,".@realDonaldTrump, when someone puts in the work, you are supposed to pay them.
https://t.co/fDVl1mWxrU",1.0
1708,"A former McCain advisor says Hillary's policies ""will result in a stronger U.S. economy under almost any scenario."" https://t.co/TGh3Zy5ndP",1.0
1709,The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD,0.0
1710,Great afternoon in Ohio &amp,0.0
1711,"Barack, Michelle, Joe, Bernie, Elizabeth, Bill, Tim, Hillary, and more: Watch the best moments from the DNC.
https://t.co/EWJr9oXweD",1.0
1712,"Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9",0.0
1713,".@realDonaldTrump stops by overflow room in Mechanicsburg, Pennsylvania- prior to main rally. #TrumpMovement #MAGA🇺🇸 https://t.co/aFLka9ZJRn",0.0
1714,Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!,0.0
1715,Road trip: Tag along on Hillary and @TimKaine's bus tour through Ohio and Pennsylvania → https://t.co/oA2spAUmu9 https://t.co/xj3HOYaFBc,1.0
1716,"Trump wants to be our Commander-in-Chief. Here's how he's treated veterans thus far:
https://t.co/iquFJ676Rj",1.0
1717,"Thanks to @pnehlen for your kind words, very much appreciated.",0.0
1718,"Join me in Florida on Wednesday! Daytona &amp; Jacksonville:

Daytona | 3pm- https://t.co/rJjYUbwiLL
Jacksonville | 7pm- https://t.co/zfxeNbr1nq",0.0
1719,"During the GOP convention, CNN cut away from the victims of illegal immigrant violence. They don’t want them heard. https://t.co/EHRiLkQDWD",0.0
1720,When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?,0.0
1721,Hillary Clinton raked in money from regimes that horribly oppress women and gays &amp,0.0
1722,"Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz",0.0
1723,"JUST IN: World's 4th richest person, Warren Buffett, challenges Trump to release his taxes. ""I'm under audit too."" https://t.co/L9BgMOYuw2",1.0
1724,Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z,0.0
1725,"Cheryl's husband died serving our country. 

Trump's company scammed her out of money she needed for her family. https://t.co/gfMeiJZ3DW",1.0
1726,"Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r",0.0
1727,"Thank you Oklahoma &amp; Virginia! 
#MakeAmericaGreatAgain #ImWithYou https://t.co/WUdY7feRvV",0.0
1728,.@IAFFLocal5 responds to @realDonaldTrump attack over the weekend. @LauraWalkerKC @JakeSherman @TheFix https://t.co/DIU8kYDItp,1.0
1729,"Hello, Virginia! After an exciting week on the trail with @HillaryClinton, I'm so happy to be home. -TK",1.0
1730,"Why not carrier pigeons, @realDonaldTrump?
https://t.co/lNrJcakpJW",1.0
1731,People believe CNN these days almost as little as they believe Hillary....that's really saying something!,0.0
1732,"The people who support Hillary sit behind CNN anchor chairs, or headline fundraisers - those disconnected from real life.",0.0
1733,Will CNN send its cameras to the border to show the massive unreported crisis now unfolding -- or are they worried it will hurt Hillary?,0.0
1734,When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?,0.0
1735,"CNN anchors are completely out of touch with everyday people worried about rising crime, failing schools and vanishing jobs.",0.0
1736,CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton.,0.0
1737,"""No one—no one—has given more for our freedom and security than our Gold Star families."" —@POTUS at @DAVHQ https://t.co/4xONzNk04z",1.0
1738,17 Gold Star families write to Trump: “Ours is a sacrifice you will never know.” (via @votevets) https://t.co/rfpcUFLbdn,1.0
1739,".@FLOTUS brought the house down.
A Muslim family reminded us what America is about.
We shattered a glass ceiling. https://t.co/J6AR3eaNU8",1.0
1740,"Kind of assumed Trump's approach would be more RT if by land, like if by sea. https://t.co/ddEI0z9LR9",1.0
1741,"Join Governor Mike Pence in Reno, Nevada- tonight at 7pm! Tickets available at: https://t.co/4nLjRGyFYw",0.0
1742,"#CrookedHillary 
https://t.co/oHI6xrDJU0",0.0
1743,"Watch backstage as Hillary, @TimKaine, and their families listen to the benediction to close out the DNC. https://t.co/L2qe6EWCjf",1.0
1744,"Meet another Gold Star family with some personal perspective on Donald Trump:
https://t.co/z2eJfg9dv0",1.0
1745,"So with all of the Obama tough talk on Russia and the Ukraine, they have already taken Crimea and continue to push. That's what I said!",0.0
1746,"When I said in an interview that Putin is ""not going into Ukraine, you can mark it down,"" I am saying if I am President. Already in Crimea!",0.0
1747,"This story is not about Mr. Khan, who is all over the place doing interviews, but rather RADICAL ISLAMIC TERRORISM and the U.S. Get smart!",0.0
1748,"Mr. Khan, who does not know me, viciously attacked me from the stage of the DNC and is now all over T.V. doing the same - Nice!",0.0
1749,"Your courage is inspiring, Mrs. Khan—and you’re right. https://t.co/wWrx9f65o0",1.0
1750,"Do all the good we can, in all the ways we can, in all the places we can, for all the people we can.
https://t.co/L2qe6FedaN",1.0
1751,"Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!",0.0
1752,The @HoustonChron endorsed @MittRomney in 2012. Here's why they're endorsing Hillary in 2016: https://t.co/UtZQtQ34fi,1.0
1753,Road trip. https://t.co/l87tQGIngk,1.0
1754,"""@RealJamesWoods:  Without absolutely OWNING the liberal media, HillaryClinton wouldn't stand a chance. #VoterFraud and #MSM her only hope.""",0.0
1755,"The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?",0.0
1756,"He’s also made clear he’s fully committed to Hillary's policy agenda, which he understands includes repeal of Hyde. https://t.co/lzHg0WpJst",1.0
1757,"She is a Gold Star mother, she is Muslim, and she has some words for Donald Trump. https://t.co/KlbmAQ2V0w https://t.co/hs16XIUoZK",1.0
1758,"Thank you, @JoeBiden. https://t.co/z1Jb6CrtzH",1.0
1759,"Hillary is ""guided by the sacrifice"" of those that give their life to this country. Trump denigrates their families https://t.co/6nCEzUEtjh",1.0
1760,"Sarah McBride, the first trans person to speak at a party convention: ""Despite our progress, so much work remains."" https://t.co/Kkt982nCSM",1.0
1761,"Their paths may vary, but their call is the same. Meet the women of the U.S. Senate:
https://t.co/tHAcE6LziY",1.0
1762,"I was viciously attacked by Mr. Khan at the Democratic Convention. Am I not allowed to respond? Hillary voted for the Iraq war, not me!",0.0
1763,"Captain Khan, killed 12 years ago, was a hero, but this is about RADICAL ISLAMIC TERROR and the weakness of our ""leaders"" to eradicate it!",0.0
1764,Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  32.2 MILLION.  CLINTON 27.8 MILLION.  Thank you!,0.0
1765,"There's only one way to talk about Gold Star parents: with honor and respect. Capt. Khan is a hero. Together, we should pray for his family.",1.0
1766,"A night to remember.
https://t.co/lJ2M2QtFJD",1.0
1767,The American people have always made this country great. https://t.co/agqzKq3jOi,1.0
1768,Thank you to all of the television viewers that made my speech at the Republican National Convention #1 over Crooked Hillary and DEMS.,0.0
1769,"Captain Khan and his family represent the best of America, and we salute them. https://t.co/MGeJXPF2DE",1.0
1770,Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews,0.0
1771,"NATO commander agrees members should pay up via @dcexaminer:
https://t.co/VZLDFy707K",0.0
1772,"Wow, NATO's top commander just announced that he agrees with me that alliance members must PAY THEIR BILLS. This is a general I will like!",0.0
1773,"The ""Rust Belt"" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!",0.0
1774,"Crooked's stop in Johnstown, Pennsylvania, where jobs have been absolutely decimated by dumb politicians, drew less than 200 - with Bill, VP",0.0
1775,"#CrookedHillary = Obama's third term, which would be terrible news for our economic growth - seen below. https://t.co/y9WJoUaaql",0.0
1776,Word is that Crooked Hillary has very small and unenthusiastic crowds in Pennsylvania. Perhaps it is because her husband signed NAFTA?,0.0
1777,"Our Commander-in-Chief shouldn’t insult and deride our generals, retired or otherwise.

That really should go without saying.",1.0
1778,"Donald Trump says he wants to ""make America great again.""

Well, he could start by actually making things in America.",1.0
1779,"We're going to make the biggest investment in new, good-paying jobs since World War II: https://t.co/eSMDdK4HRw",1.0
1780,“Donald Trump spoke for 75 minutes and offered zero solutions.” —Hillary on Trump’s convention speech: https://t.co/XpTG9bmbEu,1.0
1781,“I don’t think President Obama &amp,1.0
1782,"Americans don’t say: “I alone can fix it.”

We say: “Ok, how are we going to fix this together?”",1.0
1783,"Don’t believe anyone who says “I alone can fix it.”

Those were actually Donald Trump’s words at the Republican convention in Cleveland.",1.0
1784,We have the most productive workers in the world. We just need to give our people a chance to succeed: https://t.co/AONn3gbach,1.0
1785,"""On Thursday, I was incredibly grateful and humbled to accept the Democratic Party’s nomination."" —Hillary",1.0
1786,"I turned down a meeting with Charles and David Koch. Much better for them to meet with the puppets of politics, they will do much better!",0.0
1787,"Why doesn't the media want to report that on the two ""Big Thursdays"" when Crooked Hillary and I made our speeches - Republican's won ratings",0.0
1788,"Listen in from Johnstown, PA as Hillary and @TimKaine discuss innovation and manufacturing: https://t.co/ESV9yL7umg",1.0
1789,Incredibly proud of Hillary and so happy to join her and Tim on the trail this week. https://t.co/u8LYZnUejj,1.0
1790,#CrookedHillary https://t.co/xyoPFJmByp,0.0
1791,Get live updates from Hillary and @TimKaine's bus tour → https://t.co/8kbj5eeWmS https://t.co/Y2NJ43ovA3,1.0
1792,"Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!",0.0
1793,"Violent crime is rising across the United States, yet the DNC convention ignored it. Crime reduction will be one of my top priorities.",0.0
1794,"Today in 1965, Pres Johnson signed Medicare &amp; Medicaid into law. We must protect &amp; strengthen these critical programs. That's why #ImWithHer",1.0
1795,Just got back from Colorado. The love and enthusiasm at two rallies was incredible. Big crowds!,0.0
1796,"When any barrier falls in America, it clears the way for everyone. https://t.co/nz6Y29DMwP",1.0
